drug_id,target_id,uniprot_id,drug_name,target_name,pchembl_value
CHEMBL808,CHEMBL1821,P08173,ECONAZOLE,Muscarinic acetylcholine receptor M4,6.53
CHEMBL808,CHEMBL1835,P24557,ECONAZOLE,Thromboxane-A synthase,7.54
CHEMBL808,CHEMBL216,P11229,ECONAZOLE,Muscarinic acetylcholine receptor M1,6.2
CHEMBL808,CHEMBL228,P31645,ECONAZOLE,Sodium-dependent serotonin transporter,6.65
CHEMBL808,CHEMBL236,P41143,ECONAZOLE,Delta-type opioid receptor,6.29
CHEMBL808,CHEMBL238,Q01959,ECONAZOLE,Sodium-dependent dopamine transporter,6.18
CHEMBL808,CHEMBL245,P20309,ECONAZOLE,Muscarinic acetylcholine receptor M3,6.42
CHEMBL808,CHEMBL289,P10635,ECONAZOLE,Cytochrome P450 2D6,6.4
CHEMBL808,CHEMBL3356,P05177,ECONAZOLE,Cytochrome P450 1A2,6.52
CHEMBL808,CHEMBL3397,P11712,ECONAZOLE,Cytochrome P450 2C9,6.7
CHEMBL808,CHEMBL340,P08684,ECONAZOLE,Cytochrome P450 3A4,7.3
CHEMBL808,CHEMBL3522,P05093,ECONAZOLE,"Steroid 17-alpha-hydroxylase/17,20 lyase",6.49
CHEMBL808,CHEMBL3622,P33261,ECONAZOLE,Cytochrome P450 2C19,7.4
CHEMBL808,CHEMBL3849,Q16850,ECONAZOLE,Lanosterol 14-alpha demethylase,7.3
CHEMBL808,CHEMBL4523494,Q9UNU6,ECONAZOLE,7-alpha-hydroxycholest-4-en-3-one 12-alpha-hydroxylase,6.51
CHEMBL808,CHEMBL5090,P9WPP9,ECONAZOLE,Sterol 14alpha-demethylase,6.7
CHEMBL809,CHEMBL1821,P08173,SERTRALINE,Muscarinic acetylcholine receptor M4,6.43
CHEMBL809,CHEMBL1867,P08913,SERTRALINE,Alpha-2A adrenergic receptor,6.96
CHEMBL809,CHEMBL1916,P18825,SERTRALINE,Alpha-2C adrenergic receptor,6.19
CHEMBL809,CHEMBL1942,P18089,SERTRALINE,Alpha-2B adrenergic receptor,7.08
CHEMBL809,CHEMBL2035,P08912,SERTRALINE,Muscarinic acetylcholine receptor M5,6.44
CHEMBL809,CHEMBL211,P08172,SERTRALINE,Muscarinic acetylcholine receptor M2,6.01
CHEMBL809,CHEMBL216,P11229,SERTRALINE,Muscarinic acetylcholine receptor M1,6.51
CHEMBL809,CHEMBL222,P23975,SERTRALINE,Sodium-dependent noradrenaline transporter,6.38
CHEMBL809,CHEMBL224,P28223,SERTRALINE,5-hydroxytryptamine receptor 2A,6.11
CHEMBL809,CHEMBL225,P28335,SERTRALINE,5-hydroxytryptamine receptor 2C,6.25
CHEMBL809,CHEMBL228,P31645,SERTRALINE,Sodium-dependent serotonin transporter,10.12
CHEMBL809,CHEMBL238,Q01959,SERTRALINE,Sodium-dependent dopamine transporter,7.6
CHEMBL809,CHEMBL287,Q99720,SERTRALINE,Sigma non-opioid intracellular receptor 1,7.53
CHEMBL809,CHEMBL304,Q9WTR4,SERTRALINE,Norepinephrine transporter,6.8
CHEMBL809,CHEMBL313,P31652,SERTRALINE,Sodium-dependent serotonin transporter,9.07
CHEMBL809,CHEMBL315,P15823,SERTRALINE,Alpha-1B adrenergic receptor,6.47
CHEMBL809,CHEMBL338,P23977,SERTRALINE,Sodium-dependent dopamine transporter,7.11
CHEMBL809,CHEMBL340,P08684,SERTRALINE,Cytochrome P450 3A4,6.1
CHEMBL809,CHEMBL3602,Q9R0C9,SERTRALINE,Sigma non-opioid intracellular receptor 1,7.24
CHEMBL809,CHEMBL3622,P33261,SERTRALINE,Cytochrome P450 2C19,6.51
CHEMBL81,CHEMBL1641354,O54754,RALOXIFENE,Aldehyde oxidase 1,6.3
CHEMBL81,CHEMBL1641357,Q5FB27,RALOXIFENE,Aldehyde oxidase 1,6.3
CHEMBL81,CHEMBL1833,P41595,RALOXIFENE,5-hydroxytryptamine receptor 2B,7.16
CHEMBL81,CHEMBL1867,P08913,RALOXIFENE,Alpha-2A adrenergic receptor,6.21
CHEMBL81,CHEMBL1916,P18825,RALOXIFENE,Alpha-2C adrenergic receptor,6.97
CHEMBL81,CHEMBL206,P03372,RALOXIFENE,Estrogen receptor,10.52
CHEMBL81,CHEMBL217,P14416,RALOXIFENE,D(2) dopamine receptor,6.41
CHEMBL81,CHEMBL220,P22303,RALOXIFENE,Acetylcholinesterase,6.4
CHEMBL81,CHEMBL222,P23975,RALOXIFENE,Sodium-dependent noradrenaline transporter,6.55
CHEMBL81,CHEMBL223,P25100,RALOXIFENE,Alpha-1D adrenergic receptor,6.32
CHEMBL81,CHEMBL224,P28223,RALOXIFENE,5-hydroxytryptamine receptor 2A,6.38
CHEMBL81,CHEMBL225,P28335,RALOXIFENE,5-hydroxytryptamine receptor 2C,6.21
CHEMBL81,CHEMBL233,P35372,RALOXIFENE,Mu-type opioid receptor,6.32
CHEMBL81,CHEMBL234,P35462,RALOXIFENE,D(3) dopamine receptor,6.28
CHEMBL81,CHEMBL2364163,P01031,RALOXIFENE,Complement C5,6.15
CHEMBL81,CHEMBL237,P41145,RALOXIFENE,Kappa-type opioid receptor,6.19
CHEMBL81,CHEMBL242,Q92731,RALOXIFENE,Estrogen receptor beta,8.8
CHEMBL81,CHEMBL2724,P06211,RALOXIFENE,Estrogen receptor,9.15
CHEMBL81,CHEMBL287,Q99720,RALOXIFENE,Sigma non-opioid intracellular receptor 1,7.42
CHEMBL81,CHEMBL3021,Q62986,RALOXIFENE,Estrogen receptor beta,8.47
CHEMBL81,CHEMBL319,P43140,RALOXIFENE,Alpha-1A adrenergic receptor,6.05
CHEMBL81,CHEMBL3224,P32352,RALOXIFENE,C-8 sterol isomerase ERG2,7.18
CHEMBL81,CHEMBL3257,Q06278,RALOXIFENE,Aldehyde oxidase,9.06
CHEMBL81,CHEMBL3371,P50406,RALOXIFENE,5-hydroxytryptamine receptor 6,6.12
CHEMBL81,CHEMBL3459,P28564,RALOXIFENE,5-hydroxytryptamine receptor 1B,6.07
CHEMBL81,CHEMBL4931,Q15125,RALOXIFENE,"3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase",9.0
CHEMBL811,CHEMBL240,Q12809,BROMPHENIRAMINE,Voltage-gated inwardly rectifying potassium channel KCNH2,6.05
CHEMBL811,CHEMBL313,P31652,BROMPHENIRAMINE,Sodium-dependent serotonin transporter,6.52
CHEMBL812,CHEMBL1914,P06276,PYRIDOSTIGMINE BROMIDE,Cholinesterase,6.05
CHEMBL812,CHEMBL220,P22303,PYRIDOSTIGMINE BROMIDE,Acetylcholinesterase,6.46
CHEMBL813,CHEMBL227,P30556,EPROSARTAN,Type-1 angiotensin II receptor,8.7
CHEMBL813,CHEMBL257,P35351,EPROSARTAN,Type-2 angiotensin II receptor,9.0
CHEMBL813,CHEMBL263,P29089,EPROSARTAN,Type-1 angiotensin II receptor B,9.0
CHEMBL81379,CHEMBL1961788,Q9Y466,RETINAL,Nuclear receptor subfamily 2 group E member 1,6.7
CHEMBL81379,CHEMBL2487,P05067,RETINAL,Amyloid-beta precursor protein,6.75
CHEMBL81379,CHEMBL6152,P37840,RETINAL,Alpha-synuclein,6.72
CHEMBL814,CHEMBL228,P31645,FLUVOXAMINE,Sodium-dependent serotonin transporter,8.51
CHEMBL814,CHEMBL238,Q01959,FLUVOXAMINE,Sodium-dependent dopamine transporter,8.84
CHEMBL814,CHEMBL287,Q99720,FLUVOXAMINE,Sigma non-opioid intracellular receptor 1,7.44
CHEMBL814,CHEMBL313,P31652,FLUVOXAMINE,Sodium-dependent serotonin transporter,6.27
CHEMBL814,CHEMBL3602,Q9R0C9,FLUVOXAMINE,Sigma non-opioid intracellular receptor 1,7.44
CHEMBL8145,CHEMBL1865,Q9UBN7,DAIDZEIN,Protein deacetylase HDAC6,6.04
CHEMBL8145,CHEMBL206,P03372,DAIDZEIN,Estrogen receptor,6.35
CHEMBL8145,CHEMBL2326,P43166,DAIDZEIN,Carbonic anhydrase 7,8.38
CHEMBL8145,CHEMBL242,Q92731,DAIDZEIN,Estrogen receptor beta,6.52
CHEMBL8145,CHEMBL3242,O43570,DAIDZEIN,Carbonic anhydrase 12,7.25
CHEMBL8145,CHEMBL3729,P22748,DAIDZEIN,Carbonic anhydrase 4,6.14
CHEMBL8145,CHEMBL4886,P17988,DAIDZEIN,Sulfotransferase 1A1,6.54
CHEMBL815,CHEMBL1811,P34995,DINOPROST,Prostaglandin E2 receptor EP1 subtype,6.66
CHEMBL815,CHEMBL1987,P43088,DINOPROST,Prostaglandin F2-alpha receptor,8.6
CHEMBL815,CHEMBL2073680,Q00910,DINOPROST,Solute carrier organic anion transporter family member 2A1,7.35
CHEMBL815,CHEMBL2073698,Q9JHI3,DINOPROST,Solute carrier organic anion transporter family member 2B1,6.54
CHEMBL815,CHEMBL2073699,Q9EPT5,DINOPROST,Solute carrier organic anion transporter family member 2A1,6.98
CHEMBL815,CHEMBL2073703,Q92959,DINOPROST,Solute carrier organic anion transporter family member 2A1,7.64
CHEMBL815,CHEMBL3710,P43115,DINOPROST,Prostaglandin E2 receptor EP3 subtype,6.96
CHEMBL815,CHEMBL4820,P37289,DINOPROST,Prostaglandin F2-alpha receptor,6.89
CHEMBL815,CHEMBL5000,P43117,DINOPROST,Prostaglandin F2-alpha receptor,7.9
CHEMBL8165,CHEMBL1875,Q13639,5-METHOXYTRYPTAMINE,5-hydroxytryptamine receptor 4,7.57
CHEMBL8165,CHEMBL1898,P28222,5-METHOXYTRYPTAMINE,5-hydroxytryptamine receptor 1B,8.46
CHEMBL8165,CHEMBL1983,P28221,5-METHOXYTRYPTAMINE,5-hydroxytryptamine receptor 1D,8.39
CHEMBL8165,CHEMBL214,P08908,5-METHOXYTRYPTAMINE,5-hydroxytryptamine receptor 1A,8.49
CHEMBL8165,CHEMBL224,P28223,5-METHOXYTRYPTAMINE,5-hydroxytryptamine receptor 2A,9.3
CHEMBL8165,CHEMBL225,P28335,5-METHOXYTRYPTAMINE,5-hydroxytryptamine receptor 2C,7.35
CHEMBL8165,CHEMBL273,P19327,5-METHOXYTRYPTAMINE,5-hydroxytryptamine receptor 1A,8.49
CHEMBL8165,CHEMBL3155,P34969,5-METHOXYTRYPTAMINE,5-hydroxytryptamine receptor 7,8.7
CHEMBL8165,CHEMBL3223,P32305,5-METHOXYTRYPTAMINE,5-hydroxytryptamine receptor 7,9.03
CHEMBL8165,CHEMBL324,P08909,5-METHOXYTRYPTAMINE,5-hydroxytryptamine receptor 2C,6.3
CHEMBL8165,CHEMBL3371,P50406,5-METHOXYTRYPTAMINE,5-hydroxytryptamine receptor 6,7.06
CHEMBL8165,CHEMBL3459,P28564,5-METHOXYTRYPTAMINE,5-hydroxytryptamine receptor 1B,8.4
CHEMBL8184,CHEMBL1827,O76074,CARTAZOLATE,"cGMP-specific 3',5'-cyclic phosphodiesterase",6.75
CHEMBL8184,CHEMBL275,Q07343,CARTAZOLATE,"3',5'-cyclic-AMP phosphodiesterase 4B",6.7
CHEMBL81880,CHEMBL2487,P05067,ACRIDINE ORANGE,Amyloid-beta precursor protein,6.22
CHEMBL81923,CHEMBL4878,Q16678,DEHYDROEVODIAMINE,Cytochrome P450 1B1,6.48
CHEMBL822,CHEMBL287,Q99720,TERBINAFINE,Sigma non-opioid intracellular receptor 1,6.63
CHEMBL822,CHEMBL289,P10635,TERBINAFINE,Cytochrome P450 2D6,6.7
CHEMBL822,CHEMBL3592,Q14534,TERBINAFINE,Squalene monooxygenase,7.52
CHEMBL82242,CHEMBL1900,P15121,QUERCITRIN,Aldo-keto reductase family 1 member B1,6.82
CHEMBL82242,CHEMBL2622,P07943,QUERCITRIN,Aldo-keto reductase family 1 member B1,6.8
CHEMBL82293,CHEMBL2083,P15090,PALMITIC ACID,"Fatty acid-binding protein, adipocyte",6.47
CHEMBL82293,CHEMBL3310,Q96DB2,PALMITIC ACID,Histone deacetylase 11,6.05
CHEMBL82293,CHEMBL3674,Q01469,PALMITIC ACID,Fatty acid-binding protein 5,6.1
CHEMBL82293,CHEMBL4523454,Q9H255,PALMITIC ACID,Olfactory receptor 51E2,8.01
CHEMBL82298,CHEMBL264,Q9Y5N1,IMMETHRIDINE,Histamine H3 receptor,9.8
CHEMBL82298,CHEMBL3759,Q9H3N8,IMMETHRIDINE,Histamine H4 receptor,6.61
CHEMBL82301,CHEMBL274,P51681,VICRIVIROC,C-C chemokine receptor type 5,9.35
CHEMBL82301,CHEMBL3676,P51682,VICRIVIROC,C-C chemokine receptor type 5,9.04
CHEMBL8234,CHEMBL2227,P01213,ENKEPHALIN,Proenkephalin-B,8.15
CHEMBL8234,CHEMBL233,P35372,ENKEPHALIN,Mu-type opioid receptor,8.89
CHEMBL8234,CHEMBL236,P41143,ENKEPHALIN,Delta-type opioid receptor,10.1
CHEMBL8234,CHEMBL237,P41145,ENKEPHALIN,Kappa-type opioid receptor,7.1
CHEMBL8234,CHEMBL269,P33533,ENKEPHALIN,Delta-type opioid receptor,8.85
CHEMBL8234,CHEMBL270,P33535,ENKEPHALIN,Mu-type opioid receptor,8.62
CHEMBL8234,CHEMBL2858,P42866,ENKEPHALIN,Mu-type opioid receptor,8.03
CHEMBL8234,CHEMBL3222,P32300,ENKEPHALIN,Delta-type opioid receptor,8.97
CHEMBL8234,CHEMBL4105711,B3DH72,ENKEPHALIN,"Opioid receptor, delta 1b",6.76
CHEMBL8234,CHEMBL4105897,A3QJX7,ENKEPHALIN,Opioid receptor homologue,7.14
CHEMBL8234,CHEMBL4354,P97266,ENKEPHALIN,Mu-type opioid receptor,8.03
CHEMBL82492,CHEMBL3358,P21396,PHENOXATHIINE,Amine oxidase [flavin-containing] A,6.52
CHEMBL82519,CHEMBL3879870,P9WFK7,PRIMAPERONE,N-acetyltransferase Eis,6.21
CHEMBL826,CHEMBL2098,Q15633,ENOXACIN,RISC-loading complex subunit TARBP2,7.03
CHEMBL8260,CHEMBL2741,Q02759,BAICALEIN,Arachidonate 12-lipoxygenase,7.82
CHEMBL8260,CHEMBL2903,P16050,BAICALEIN,Polyunsaturated fatty acid lipoxygenase ALOX15,6.22
CHEMBL8260,CHEMBL3289,Q8K4F2,BAICALEIN,Polyunsaturated fatty acid lipoxygenase ALOX15B,6.58
CHEMBL8260,CHEMBL3471,Q7ZJM1,BAICALEIN,Human immunodeficiency virus type 1 integrase,6.11
CHEMBL8260,CHEMBL3687,P18054,BAICALEIN,Polyunsaturated fatty acid lipoxygenase ALOX12,6.07
CHEMBL8260,CHEMBL4523582,P0DTD1,BAICALEIN,Replicase polyprotein 1ab,7.7
CHEMBL8260,CHEMBL4878,Q16678,BAICALEIN,Cytochrome P450 1B1,6.58
CHEMBL82663,CHEMBL210,P07550,SIBENADET,Beta-2 adrenergic receptor,9.2
CHEMBL82663,CHEMBL217,P14416,SIBENADET,D(2) dopamine receptor,8.7
CHEMBL82663,CHEMBL254,P27815,SIBENADET,"3',5'-cyclic-AMP phosphodiesterase 4A",7.42
CHEMBL827,CHEMBL238,Q01959,DEXMETHYLPHENIDATE,Sodium-dependent dopamine transporter,7.8
CHEMBL827,CHEMBL304,Q9WTR4,DEXMETHYLPHENIDATE,Norepinephrine transporter,6.0
CHEMBL827,CHEMBL338,P23977,DEXMETHYLPHENIDATE,Sodium-dependent dopamine transporter,7.62
CHEMBL8273,CHEMBL2069,P21731,SULOTROBAN,Thromboxane A2 receptor,6.19
CHEMBL8273,CHEMBL3156,P34978,SULOTROBAN,Thromboxane A2 receptor,7.09
CHEMBL828,CHEMBL1287628,Q9Y5S8,PHENOTHIAZINE,NADPH oxidase 1,6.46
CHEMBL828,CHEMBL1951,P21397,PHENOTHIAZINE,Amine oxidase [flavin-containing] A,6.23
CHEMBL828,CHEMBL221,P23219,PHENOTHIAZINE,Prostaglandin G/H synthase 1,6.71
CHEMBL828,CHEMBL222,P23975,PHENOTHIAZINE,Sodium-dependent noradrenaline transporter,6.34
CHEMBL828,CHEMBL230,P35354,PHENOTHIAZINE,Prostaglandin G/H synthase 2,6.27
CHEMBL828,CHEMBL3356,P05177,PHENOTHIAZINE,Cytochrome P450 1A2,7.8
CHEMBL828,CHEMBL3602,Q9R0C9,PHENOTHIAZINE,Sigma non-opioid intracellular receptor 1,8.37
CHEMBL8290,CHEMBL2065,P62593,CLAVULANIC ACID (SODIUM),Beta-lactamase TEM,7.22
CHEMBL83,CHEMBL1821,P08173,TAMOXIFEN,Muscarinic acetylcholine receptor M4,6.17
CHEMBL83,CHEMBL1835,P24557,TAMOXIFEN,Thromboxane-A synthase,6.04
CHEMBL83,CHEMBL1867,P08913,TAMOXIFEN,Alpha-2A adrenergic receptor,6.14
CHEMBL83,CHEMBL206,P03372,TAMOXIFEN,Estrogen receptor,8.82
CHEMBL83,CHEMBL208,P06401,TAMOXIFEN,Progesterone receptor,6.89
CHEMBL83,CHEMBL216,P11229,TAMOXIFEN,Muscarinic acetylcholine receptor M1,6.17
CHEMBL83,CHEMBL225,P28335,TAMOXIFEN,5-hydroxytryptamine receptor 2C,6.62
CHEMBL83,CHEMBL2311238,Q9BY08,TAMOXIFEN,Emopamil-binding protein-like,8.55
CHEMBL83,CHEMBL234,P35462,TAMOXIFEN,D(3) dopamine receptor,6.44
CHEMBL83,CHEMBL240,Q12809,TAMOXIFEN,Voltage-gated inwardly rectifying potassium channel KCNH2,6.1
CHEMBL83,CHEMBL242,Q92731,TAMOXIFEN,Estrogen receptor beta,9.29
CHEMBL83,CHEMBL245,P20309,TAMOXIFEN,Muscarinic acetylcholine receptor M3,6.2
CHEMBL83,CHEMBL287,Q99720,TAMOXIFEN,Sigma non-opioid intracellular receptor 1,8.06
CHEMBL83,CHEMBL340,P08684,TAMOXIFEN,Cytochrome P450 3A4,6.7
CHEMBL83,CHEMBL3429,P11474,TAMOXIFEN,Steroid hormone receptor ERR1,6.7
CHEMBL83,CHEMBL4245,P62508,TAMOXIFEN,Estrogen-related receptor gamma,7.21
CHEMBL83,CHEMBL4302,P08183,TAMOXIFEN,ATP-dependent translocase ABCB1,7.0
CHEMBL83,CHEMBL4729,P20813,TAMOXIFEN,Cytochrome P450 2B6,6.05
CHEMBL83,CHEMBL4931,Q15125,TAMOXIFEN,"3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase",8.3
CHEMBL83063,CHEMBL2731,O60755,RITODRINE,Galanin receptor type 3,6.03
CHEMBL83063,CHEMBL3754,P10608,RITODRINE,Beta-2 adrenergic receptor,7.62
CHEMBL83063,CHEMBL4031,P26255,RITODRINE,Beta-3 adrenergic receptor,6.72
CHEMBL831,CHEMBL217,P14416,LOXAPINE,D(2) dopamine receptor,7.68
CHEMBL831,CHEMBL219,P21917,LOXAPINE,D(4) dopamine receptor,8.31
CHEMBL831,CHEMBL224,P28223,LOXAPINE,5-hydroxytryptamine receptor 2A,8.62
CHEMBL831,CHEMBL234,P35462,LOXAPINE,D(3) dopamine receptor,7.66
CHEMBL831,CHEMBL322,P14842,LOXAPINE,5-hydroxytryptamine receptor 2A,8.22
CHEMBL831,CHEMBL3223,P32305,LOXAPINE,5-hydroxytryptamine receptor 7,7.37
CHEMBL831,CHEMBL324,P08909,LOXAPINE,5-hydroxytryptamine receptor 2C,6.0
CHEMBL831,CHEMBL3371,P50406,LOXAPINE,5-hydroxytryptamine receptor 6,7.82
CHEMBL831,CHEMBL339,P61169,LOXAPINE,D(2) dopamine receptor,7.68
CHEMBL831,CHEMBL3759,Q9H3N8,LOXAPINE,Histamine H4 receptor,6.66
CHEMBL831,CHEMBL4701,P31390,LOXAPINE,Histamine H1 receptor,6.0
CHEMBL832,CHEMBL4523354,Q6XQN6,SULFINPYRAZONE,Nicotinate phosphoribosyltransferase,9.3
CHEMBL8320,CHEMBL220,P22303,BENZOQUINONE,Acetylcholinesterase,6.02
CHEMBL8327,CHEMBL2669,Q8AWE3,DEMETHYL-CANTHARIDIN,Serine-threonine protein phosphatase 2A regulatory subunit,6.43
CHEMBL8327,CHEMBL2845,O75688,DEMETHYL-CANTHARIDIN,Protein phosphatase 1B,6.24
CHEMBL8327,CHEMBL3425389,P53041,DEMETHYL-CANTHARIDIN,Serine/threonine-protein phosphatase 5,6.0
CHEMBL8327,CHEMBL6066240,P48307,DEMETHYL-CANTHARIDIN,Tissue factor pathway inhibitor 2,6.01
CHEMBL83294,CHEMBL2039,P27338,COUMARIN-3-CARBOXYLIC ACID,Amine oxidase [flavin-containing] B,7.76
CHEMBL833,CHEMBL1867,P08913,TICLOPIDINE,Alpha-2A adrenergic receptor,6.84
CHEMBL833,CHEMBL1916,P18825,TICLOPIDINE,Alpha-2C adrenergic receptor,6.77
CHEMBL833,CHEMBL1942,P18089,TICLOPIDINE,Alpha-2B adrenergic receptor,6.86
CHEMBL833,CHEMBL287,Q99720,TICLOPIDINE,Sigma non-opioid intracellular receptor 1,6.75
CHEMBL833,CHEMBL3622,P33261,TICLOPIDINE,Cytochrome P450 2C19,6.17
CHEMBL833,CHEMBL4729,P20813,TICLOPIDINE,Cytochrome P450 2B6,6.7
CHEMBL834,CHEMBL1782,P14324,PAMIDRONIC ACID,Farnesyl pyrophosphate synthase,7.25
CHEMBL834,CHEMBL3693,Q0GKD7,PAMIDRONIC ACID,Farnesyl pyrophosphate synthase,6.72
CHEMBL83527,CHEMBL1865,Q9UBN7,PTEROSTILBENE,Protein deacetylase HDAC6,6.26
CHEMBL83527,CHEMBL215,P09917,PTEROSTILBENE,Polyunsaturated fatty acid 5-lipoxygenase,6.28
CHEMBL83527,CHEMBL221,P23219,PTEROSTILBENE,Prostaglandin G/H synthase 1,6.16
CHEMBL83527,CHEMBL2231,P04798,PTEROSTILBENE,Cytochrome P450 1A1,6.24
CHEMBL83527,CHEMBL230,P35354,PTEROSTILBENE,Prostaglandin G/H synthase 2,6.09
CHEMBL83527,CHEMBL4878,Q16678,PTEROSTILBENE,Cytochrome P450 1B1,6.05
CHEMBL836,CHEMBL1867,P08913,TAMSULOSIN,Alpha-2A adrenergic receptor,7.87
CHEMBL836,CHEMBL1916,P18825,TAMSULOSIN,Alpha-2C adrenergic receptor,8.1
CHEMBL836,CHEMBL214,P08908,TAMSULOSIN,5-hydroxytryptamine receptor 1A,9.1
CHEMBL836,CHEMBL217,P14416,TAMSULOSIN,D(2) dopamine receptor,7.89
CHEMBL836,CHEMBL223,P25100,TAMSULOSIN,Alpha-1D adrenergic receptor,10.24
CHEMBL836,CHEMBL229,P35348,TAMSULOSIN,Alpha-1A adrenergic receptor,10.54
CHEMBL836,CHEMBL232,P35368,TAMSULOSIN,Alpha-1B adrenergic receptor,9.89
CHEMBL836,CHEMBL234,P35462,TAMSULOSIN,D(3) dopamine receptor,9.55
CHEMBL836,CHEMBL266,P19328,TAMSULOSIN,Alpha-2B adrenergic receptor,8.17
CHEMBL836,CHEMBL3122,P18841,TAMSULOSIN,Alpha-1B adrenergic receptor,9.7
CHEMBL836,CHEMBL315,P15823,TAMSULOSIN,Alpha-1B adrenergic receptor,9.69
CHEMBL836,CHEMBL3155,P34969,TAMSULOSIN,5-hydroxytryptamine receptor 7,7.08
CHEMBL836,CHEMBL319,P43140,TAMSULOSIN,Alpha-1A adrenergic receptor,10.52
CHEMBL836,CHEMBL326,P23944,TAMSULOSIN,Alpha-1D adrenergic receptor,10.6
CHEMBL836,CHEMBL3637,O02824,TAMSULOSIN,Alpha-1A adrenergic receptor,9.8
CHEMBL836,CHEMBL4892,P18130,TAMSULOSIN,Alpha-1A adrenergic receptor,9.9
CHEMBL837,CHEMBL1163125,O60885,7-ETHYL-10-HYDROXYCAMPTOTHECIN,Bromodomain-containing protein 4,6.3
CHEMBL837,CHEMBL1781,P11387,7-ETHYL-10-HYDROXYCAMPTOTHECIN,DNA topoisomerase 1,7.16
CHEMBL837,CHEMBL5393,Q9UNQ0,7-ETHYL-10-HYDROXYCAMPTOTHECIN,Broad substrate specificity ATP-binding cassette transporter ABCG2,6.75
CHEMBL83747,CHEMBL1865,Q9UBN7,PSAMMAPLIN A,Protein deacetylase HDAC6,6.51
CHEMBL83747,CHEMBL1937,Q92769,PSAMMAPLIN A,Histone deacetylase 2,7.48
CHEMBL83747,CHEMBL1993,P26358,PSAMMAPLIN A,DNA (cytosine-5)-methyltransferase 1,7.73
CHEMBL83747,CHEMBL325,Q13547,PSAMMAPLIN A,Histone deacetylase 1,8.1
CHEMBL838,CHEMBL1808,P12821,BENAZEPRIL,Angiotensin-converting enzyme,8.77
CHEMBL838,CHEMBL2625,P47820,BENAZEPRIL,Angiotensin-converting enzyme,8.77
CHEMBL838,CHEMBL4074,P12822,BENAZEPRIL,Angiotensin-converting enzyme,8.7
CHEMBL83894,CHEMBL1942,P18089,FANANSERIN,Alpha-2B adrenergic receptor,6.18
CHEMBL83894,CHEMBL214,P08908,FANANSERIN,5-hydroxytryptamine receptor 1A,6.29
CHEMBL83894,CHEMBL217,P14416,FANANSERIN,D(2) dopamine receptor,6.75
CHEMBL83894,CHEMBL219,P21917,FANANSERIN,D(4) dopamine receptor,8.54
CHEMBL83894,CHEMBL224,P28223,FANANSERIN,5-hydroxytryptamine receptor 2A,10.4
CHEMBL83894,CHEMBL225,P28335,FANANSERIN,5-hydroxytryptamine receptor 2C,9.0
CHEMBL83894,CHEMBL229,P35348,FANANSERIN,Alpha-1A adrenergic receptor,6.71
CHEMBL83894,CHEMBL231,P35367,FANANSERIN,Histamine H1 receptor,7.51
CHEMBL83894,CHEMBL232,P35368,FANANSERIN,Alpha-1B adrenergic receptor,6.07
CHEMBL83894,CHEMBL240,Q12809,FANANSERIN,Voltage-gated inwardly rectifying potassium channel KCNH2,6.7
CHEMBL83894,CHEMBL273,P19327,FANANSERIN,5-hydroxytryptamine receptor 1A,7.16
CHEMBL83894,CHEMBL287,Q99720,FANANSERIN,Sigma non-opioid intracellular receptor 1,6.16
CHEMBL83894,CHEMBL3155,P34969,FANANSERIN,5-hydroxytryptamine receptor 7,6.13
CHEMBL83894,CHEMBL319,P43140,FANANSERIN,Alpha-1A adrenergic receptor,7.42
CHEMBL83894,CHEMBL322,P14842,FANANSERIN,5-hydroxytryptamine receptor 2A,10.22
CHEMBL83894,CHEMBL3943,P31389,FANANSERIN,Histamine H1 receptor,7.6
CHEMBL839,CHEMBL213,P08588,CARTEOLOL,Beta-1 adrenergic receptor,8.72
CHEMBL83980,CHEMBL301,P24941,BOHEMINE,Cyclin-dependent kinase 2,6.1
CHEMBL84,CHEMBL1781,P11387,TOPOTECAN,DNA topoisomerase 1,7.68
CHEMBL84,CHEMBL4261,Q16665,TOPOTECAN,Hypoxia-inducible factor 1-alpha,7.92
CHEMBL84060,CHEMBL1900,P15121,"(R,S)-FIDARESTAT",Aldo-keto reductase family 1 member B1,6.24
CHEMBL84060,CHEMBL2622,P07943,"(R,S)-FIDARESTAT",Aldo-keto reductase family 1 member B1,6.24
CHEMBL841,CHEMBL1980,Q14524,LOPERAMIDE,Sodium channel protein type 5 subunit alpha,6.62
CHEMBL841,CHEMBL233,P35372,LOPERAMIDE,Mu-type opioid receptor,9.57
CHEMBL841,CHEMBL234,P35462,LOPERAMIDE,D(3) dopamine receptor,6.34
CHEMBL841,CHEMBL236,P41143,LOPERAMIDE,Delta-type opioid receptor,6.81
CHEMBL841,CHEMBL240,Q12809,LOPERAMIDE,Voltage-gated inwardly rectifying potassium channel KCNH2,7.48
CHEMBL841,CHEMBL269,P33533,LOPERAMIDE,Delta-type opioid receptor,7.3
CHEMBL841,CHEMBL270,P33535,LOPERAMIDE,Mu-type opioid receptor,9.8
CHEMBL841,CHEMBL287,Q99720,LOPERAMIDE,Sigma non-opioid intracellular receptor 1,6.58
CHEMBL841,CHEMBL315,P15823,LOPERAMIDE,Alpha-1B adrenergic receptor,6.27
